relative_path	bytes	sha256
results/direct_sampling/figures/action_tail_time_scaling_n40.png	116372	ad2006a852f547b54776f02c090728739250a7fe48e87f86b97eb6f710d5dbf2
results/direct_sampling/figures/entropy_pdf_symmetry_n10.png	136927	bfe25784f7861d0ee9a56318ee8d1e6b1c899b59d312634c7b41680dfd84aab9
results/direct_sampling/figures/entropy_pdf_symmetry_n20.png	145519	00ce6213f7aed91ca62847df8486039a354be09cff7e95b9f11ead70e149a409
results/direct_sampling/figures/entropy_pdf_symmetry_n30.png	137571	fa17221ff32fe0fc71cc7d84ab2e4c701b83db7af839a956648ce4d1c6d57a29
results/direct_sampling/figures/entropy_pdf_symmetry_n40.png	130544	1f294594c99f9da87416227720cb9eab23bd974d7aaeaefa294f022f02962167
results/direct_sampling/figures/time_dependence_summary_n10.png	236017	205ab544ac5277b380ccef5292827ebd5d988523b06907ef2a151ad2a23e5fb3
results/direct_sampling/figures/time_dependence_summary_n20.png	243034	5f6297514d1afaa62616dd72f3de9a5f3e8115e2353b24fd3aae8fb044409dda
results/direct_sampling/figures/time_dependence_summary_n30.png	264528	b527bc049fbccf285fbd73057537e85765662cde4dd33cdc2f393ff1d6ea8382
results/direct_sampling/figures/time_dependence_summary_n40.png	245831	05f2e88e0740a052d78821a72ebf0a31adf99d9dbbc742fb5b6e033fc39a377d
results/direct_sampling/finalization_manifest.txt	1246	a0c2bc10ce4566a371ab4d8a27bff75bae2bb0612a94647df1f6d96852d69846
results/direct_sampling/ft_summary.csv	13013	d1d272d8c4c40f276b3e1a6818709cfe4a4c8d529c93c73ca583aad8be6c29a1
results/direct_sampling/heat_symmetry_summary.csv	11292	5b3b3658a47e688a66e77877bc1456436e6ec13327052a6a1cefecc2b4225cdf
results/direct_sampling/negative_probability_vs_time.csv	17400	6a0763558ac43b99aedb982d9563170306986b4a7b3b0510134a376883cc1065
results/direct_sampling/production_means.csv	567	8907732bf7fb9823463a7071f7f7c86359b192b787289643ead91f1c829f4f4f
results/direct_sampling/raw_audit.md	770	bdf9876ba665a8353abd3e5f386ddfe3cf5119f1d9d1bd9dabea333812094c23
results/direct_sampling/raw_blocks_sha256.txt	640	a29e0dbf4dd29bcc46673e6fc5d6cc0995f5c97e518f576d405b94d66e40917d
results/direct_sampling/stationarity_summary.csv	26359	372da4e7ce88e18bfc01961cedeab314ba4e3190f94efe773e7d1adf3b15669d
results/discrete_path/README.md	2056	9c23abc1a67961472829739cd390f925f7ff222bc4485497e9a4b151ed4e5b22
results/discrete_path/SOURCE_MANIFEST.sha256	1288	87e8e8b770494822aeaa843b2534e1e488667523e3138cdf5594741596860b79
results/discrete_path/STATUS.md	2035	74a6bf9b79c79c72589f1e088b76160c5f260599d262df02802084e3ffd9954e
results/discrete_path/convergence/kernel_heat_timestep_convergence.pdf	21325	c6a667bc060367a6a563877d82060602de08cb00220266597887d91fe7e07a04
results/discrete_path/convergence/kernel_heat_timestep_convergence.png	134436	342c36d17eb89cd596c172fe5c79a3393da2916a5f8f303ae930830e1506d8c8
results/discrete_path/convergence/timestep_convergence.csv	1327	de1a1bdec08311a1a627f97b1a7b3570def3a3aa0d5a702a6317d338146ce838
results/discrete_path/convergence/timestep_convergence.json	399	2b529579c3f7abc2d6c0435690e15a400e116deef1b3b7add3bcec9a4e9201f7
results/discrete_path/convergence/timestep_convergence.md	296	9d252e2cff43b0879e78e9bef84b88f8f086668d07c8dc15abca7151c1354ecf
results/discrete_path/driven_t0p1_dt1e3_N1m_analysis/audit.json	2320	83c53f81c751c4a3508e612551a2352b7b19e82e643fe03e68f6cde4f3d8203c
results/discrete_path/driven_t0p1_dt1e3_N1m_analysis/audit.md	640	398c467698c69fca23de48342fcaeb864841ed2e05daca9618e62bf32567c4b1
results/discrete_path/driven_t0p1_dt1e3_N1m_analysis/crooks_bins.csv	7844	32a1b0540ec536052a16cf79193de13c2aa8392ef1f2c615698f1dded782ef09
results/discrete_path/driven_t0p1_dt1e3_N1m_analysis/discrete_path_ft.pdf	25374	6727190056a734259a34c56d643ceadf03f485be5b6c315b16edcb80fbc73707
results/discrete_path/driven_t0p1_dt1e3_N1m_analysis/discrete_path_ft.png	106737	621980a3fa8c9ca490617259fe6315e8fc2890d665d7f309688696a2f472f284
results/discrete_path/driven_t0p1_dt1e3_N1m_summary.csv	474	78b43304bbc0cce4f619bd918d3cc6d29ea6ce12cc96f33fc873be9725799064
results/long_chain_phase2/ANALYSIS_ERRATUM.md	980	eff377a75212f56b5f9c6c95b5e2161c7f6050e114ae66bc70ce2fd329357d18
results/long_chain_phase2/ENVIRONMENT.md	509	5c5e1a16eee68e53c4be87d7485b0472d2c79b150c5b5d752ba51c04b33ece48
results/long_chain_phase2/FINAL_SUMMARY.csv	994	bc4591483e36776129e0aa30efbf460e6ac62764d0a650f8bd78f1ade62ee40d
results/long_chain_phase2/FINAL_VERDICT.md	4353	fb61bf2009c12a814f62eb81ab391a23dcc892d6aae4b539b2b745d45b396dd6
results/long_chain_phase2/PRE_RUN_MANIFEST.sha256	1172	987d8e1aec7ef47bfeb11fc3a3d92aaec99b85d4a4ece3a5d546d8da1cb3bbf4
results/long_chain_phase2/PROTOCOL.md	4717	e3eb508274a1129a6135c1cb25946e17ff291b4cde870ba3d8f00dbb45c92a37
results/long_chain_phase2/README.md	1705	2d8c3ec7a6b9629f87fe3a614874944cede531a4033ec0623b48506474d0f874
results/long_chain_phase2/RUN_MATRIX.csv	594	fe1caeeb2d5b9400a496877641da5c435d113aa6f506594d2c7f017e4936fd53
results/long_chain_phase2/STAGE1_VERDICT.md	2185	5f9aad94988104a24ec6d1ab2cac9d68d3191d43cb648ea8021f508b1981e57b
results/long_chain_phase2/VALIDATION_REPORT.md	6148	dd2cb0c0f251704ac0fb0e2ca02ee5b6ba52332fb928e739aeb4053e942f2333
results/long_chain_phase2/analysis_final/n20_controls/audit.json	339	29f564a1c9e781505ea0f23c1080f01523f7621d0b8d61123db2e6f138e45e2b
results/long_chain_phase2/analysis_final/n20_controls/comparisons/audit.json	121	11eef1d874d546313d7ad06dddf66fa3253046f7d334a86525d67fd3c3db6671
results/long_chain_phase2/analysis_final/n20_controls/comparisons/control_members.csv	604	6514f94259599d59cd0f738fb489c50c8fb7e869b78b5563cc036bd4e0dc2bb7
results/long_chain_phase2/analysis_final/n20_controls/comparisons/control_pairs.csv	464	0650deafae0e89e38a39b625f115a5e16446eb2ef8b21a0916e34d77aea72089
results/long_chain_phase2/analysis_final/n20_controls/controlled_aggregate.csv	5153	463f73621137496c0f6eda9807ce0559e58d82680a70f5b0316760997e91b98c
results/long_chain_phase2/analysis_final/n20_controls/controlled_runs.csv	19958	1777622658349032218a1eda66b9f7a4ed72860a045d3b981451b2716210e432
results/long_chain_phase2/analysis_final/n20_controls/paired_gc_convergence_n20.png	52500	6dfcba0462136a6ce7d9b2916bf3fa448364024593f3a4ca68704d0cba202f20
results/long_chain_phase2/analysis_final/n20_controls/paired_gc_residuals.csv	2406	caa9eef2ba7b5c5f4c2619446349d98a928fe7fd57dc7f515ff250d2edcc9f61
results/long_chain_phase2/analysis_final/n20_controls/time_convergence_pairs.csv	759	00b791e69bd52bd5e53fbf144e96474315b096b2cfb9f5fc10aef76b7bec0af2
results/long_chain_phase2/analysis_final/n30_controls/audit.json	339	df000c0528faf70fed3aa99dd85f37d137cb8ae0ea88bab4bec0ef33c9c344b7
results/long_chain_phase2/analysis_final/n30_controls/comparisons/audit.json	121	11eef1d874d546313d7ad06dddf66fa3253046f7d334a86525d67fd3c3db6671
results/long_chain_phase2/analysis_final/n30_controls/comparisons/control_members.csv	604	8a73ece074782a25cc68dc2fb2f77540cb831dff162e29ffa952eb1aebb5a6fb
results/long_chain_phase2/analysis_final/n30_controls/comparisons/control_pairs.csv	465	938abcdf0f6a66ab6d312fb1b8cf0b9ef8f079989943ba2ef67bf33058177175
results/long_chain_phase2/analysis_final/n30_controls/controlled_aggregate.csv	5239	65ba2a70d319d453e30203535fb807a905eca0d8e7573cde9bd2a0c2b8fa061e
results/long_chain_phase2/analysis_final/n30_controls/controlled_runs.csv	20014	c45d8a093070f2fa0b4849d8f64857d91181f1a6601917658989ceaa9c508ddb
results/long_chain_phase2/analysis_final/n30_controls/paired_gc_convergence_n30.png	69118	28ae9de8b44f7a3e5c167a41748dd691cdf7dfc39fee0856b48b712065eae2f1
results/long_chain_phase2/analysis_final/n30_controls/paired_gc_residuals.csv	2423	68a83a262839ae3816aa1f02432d0260e7a149959297fb4479cf4dc9a0a5a478
results/long_chain_phase2/analysis_final/n30_controls/time_convergence_pairs.csv	764	b63336dd0144d4b1ef1b1c972b60e560c720de7c2a414b82b24e3ecd0f2721bb
results/long_chain_phase2/analysis_final/n30_population/audit.json	340	2ff599db767cbce41d9dc3f2a62dc7eb360bc3bca9b1a16f1cee7eece400f063
results/long_chain_phase2/analysis_final/n30_population/controlled_aggregate.csv	5223	3a6d29223f7f53f694b5b63534aaba3155a1ddf27b747539f4117b7410729172
results/long_chain_phase2/analysis_final/n30_population/controlled_runs.csv	20548	de2e32c22e1a8eade1496ebf3d03f97cc05d476b1c23e0d8a5529fc079e2b5dc
results/long_chain_phase2/analysis_final/n30_population/paired_gc_convergence_n30.png	73442	5dc5d6a8820814fe802c9fd782fb56b7b834896fbd421037c0e9956884db464a
results/long_chain_phase2/analysis_final/n30_population/paired_gc_residuals.csv	2419	7a21cc2e374095e1d0f1a8e51130c66bf4583a77da3b8ea0ce78f6b979bbfce3
results/long_chain_phase2/analysis_final/n30_population/population_convergence_members.csv	2095	d71f73233864f4c468d74a2b3421c33093061153638732b2881cfd6bc55192f8
results/long_chain_phase2/analysis_final/n30_population/population_convergence_pairs.csv	1184	a53e554a3b06573c4bad700b771caa4925a931e690eb2ee1538f3d7922ba3bdc
results/long_chain_phase2/analysis_final/n30_population/time_convergence_pairs.csv	767	e3f03741823cea16dc3c166f0d1bee51e196dd2408d3b130cfd5afea37b1272d
results/long_chain_phase2/analysis_final/n40_controls/audit.json	343	9ae1375f6d440e4dc2b589cc842b18f4131af2e9e49cd6260ad435b78155e711
results/long_chain_phase2/analysis_final/n40_controls/comparisons/audit.json	121	11eef1d874d546313d7ad06dddf66fa3253046f7d334a86525d67fd3c3db6671
results/long_chain_phase2/analysis_final/n40_controls/comparisons/control_members.csv	611	63087fc14e09185db30cd956745160e5c8b393003833eb77d67e30bcfbb0f031
results/long_chain_phase2/analysis_final/n40_controls/comparisons/control_pairs.csv	470	a35302e62a0df74006117ba17a9d69604230931254c39fb03633056dd96c5dee
results/long_chain_phase2/analysis_final/n40_controls/controlled_aggregate.csv	10128	498c4c6a03a08afac900d84cf333d4c0e3563973b632dbc7f65f76fbf5ddba44
results/long_chain_phase2/analysis_final/n40_controls/controlled_runs.csv	40480	610c5ca70956258a35e357ccfb3ac8f0cc8bb39b7ef05a4db0c080b526709836
results/long_chain_phase2/analysis_final/n40_controls/paired_gc_convergence_n40.png	71481	dc01fca9490559a983cd7336273980501a268a0920a6998ffdd5d80e6fe62cb8
results/long_chain_phase2/analysis_final/n40_controls/paired_gc_residuals.csv	4542	e4e759db23af5c17fb21b62761d2aa8d996113a7fefd2ea0ea6217bb6577133e
results/long_chain_phase2/analysis_final/n40_controls/time_convergence_pairs.csv	770	ae9fb0765c806f71ddd54ff4e08cf985e9680605b147f6851596483ac516c55e
results/long_chain_phase2/analyze_phase2.sh	2173	7036a31bdfb3be549739cbff9b085672b85b2d31308ba1a9343b67f5b79e6469
results/long_chain_phase2/build_and_selftest.sh	402	f612fa407762dc10ffe1588b1278ed89ccf7ce7685715f617595511e8b2f9555
results/long_chain_phase2/ft_validation_report.pdf	561132	7d04ed0e19b4619c3579166cb54eb1a6018becbae59a0726bf0adf141a36b604
results/long_chain_phase2/ft_validation_report.tex	8463	0def3cb72ecd97eb50d178a62a257ed2d880b941f428c8b8a8b4a714acba152c
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p4_run1.log	1109	1cbdcadac544c6ee8090d0f0771412505d55a3d9d3634353e641485938d42d1c
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p4_run1_summary.csv	1028	4dd536bcc1380dbd6bfa3efbce8afd0471a26af363077a0078dcd98dbbdbce59
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p4_run1_timeseries.csv	9397	d0077f2a129f93180353d91258dd374382c4a57ea46262a8e0c484bbb8e16009
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p4_run2.log	1108	858f7a9139ab2f39fd9dd2df368cb595174f1e4a978ad300ee0f5f52dca4aa7c
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p4_run2_summary.csv	1027	224444f8688b97ac6771326e123d52fd47c3f9fe11e4e93ac1cb44855c9d1a3d
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p4_run2_timeseries.csv	9400	839b96a7b30fa4201d71bf625f27509d632a6c9a57a22c72e7340d5fb97c6ac8
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p4_run3.log	1105	5dbde904a54c54cf492dd4067b5f923da391e47463aa8321765f1db02d7b1c6c
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p4_run3_summary.csv	1029	c2b4ec3f3f4f0791e22819917218510a1035dd203c0981cc5a533759b4be8c9d
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p4_run3_timeseries.csv	9409	f891d11818aa61735b454d8aad27b2e03235500a6f3c8e6269936f6e628d857e
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p4_run4.log	1110	ba5d656ffbf9348409b9daa8a6266bb1b499a767bf43afe652d630d81502ad09
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p4_run4_summary.csv	1028	bda441cb77331407f9d5ef252100009763cfb086906646c21363052d04f548dd
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p4_run4_timeseries.csv	9394	e3bf548ad86153e0b75680e6dc88a2e0b49f90437072a9dd463376419072b144
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p6_run1.log	1105	9052cd2908ec01a45e07539a9bf0fdb3a07aa81a5232ec81eccf9fc074b33b11
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p6_run1_summary.csv	1030	3d9b4a951a2c1467a1151727f4c05fa028d8920bc9069d4e7fe0e4d55b8e16e3
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p6_run1_timeseries.csv	9366	df22e58e0e906c85364655ee19cbcd389ecfc6d1ed7225f9716a08f934a5d26e
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p6_run2.log	1104	dcb4ef1475d835ade6d91bc1a38993d84be9ae8353ff41d231634705d905b7d0
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p6_run2_summary.csv	1030	deeb58ad559ef4d4f044da07821001e65e205263ec862110f80c96edb8f901d8
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p6_run2_timeseries.csv	9374	f48bb170d81de9ed308079c9e74e57d7b3ad741e0a8e59826d8948db1e4efb44
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p6_run3.log	1105	830022a9e9d193a65adc1491737a7056d79bd71adff13c116fa84148653ca4e8
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p6_run3_summary.csv	1026	9a1451a4130044f2c00cd7e5469dafd70e9f97b0b38c10fdf817527c599eca90
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p6_run3_timeseries.csv	9377	db55ff0912d927d8340d2a5a6c571f4ca970756dfc59eff9bb24026e562e1b1a
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p6_run4.log	1106	2f801eb2e1bca392989396c75c733a24fb74b200e0aada5e3d83f369f6e01011
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p6_run4_summary.csv	1028	9d02732ff8708ce9250c70e9b68b4be24b98e4f1e28b7aa765336da86bc5bd74
results/long_chain_phase2/raw/n20_dt_N1024/n20_k0p6_run4_timeseries.csv	9365	b2fa16b9e631000f0dcf147713b3d254a8d7fdaa0642a789eaac373b6f729fc8
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p4_run1.log	1106	b9859c1464b011e409a37895e62ad71d568962d3ac1c150eacaf697d70913f9d
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p4_run1_summary.csv	1025	c9b8855c9a3beb8c0fa0a7d665f729e923990e0a6e70ab89bfcd3849a6530863
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p4_run1_timeseries.csv	18464	4d0e4c822878381ee83112356ad34df0e4014b422a9faa47c35889dbec3320f7
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p4_run2.log	1105	03a15ce636d1ed562ed58aada70926cf2c7d9af61c047ca1ad39ce084c2f4d12
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p4_run2_summary.csv	1029	add4e46595e68653814b02ffcc4faa20e06ebcbe4eb99f4373e6866e9d517ec4
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p4_run2_timeseries.csv	18474	60c0524b50c699d79533c3db58307b025ae9c7c5ccdf5183526599ffdb6b6b64
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p4_run3.log	1107	d43be735c126086b61934a3864351f1575a619a610905f94a7f83aefbc1f808b
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p4_run3_summary.csv	1026	6aeb514d2f40cbe27bd99f2e16296efbf6975a3399970e5c25482276cf1e7268
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p4_run3_timeseries.csv	18464	ae2066eb300ec36d02e8239050854e727ed28fa6f52cefdebeeea3a54bcc2e4d
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p4_run4.log	1106	5a0728efd768032d4aa649f9555bde4d74e7a73fc3518e309ff8114a7b847b7b
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p4_run4_summary.csv	1026	dad119051f7044b12d2e9b9032b15038e6b7a15ee117581c7dd0ed4d4eb31f3e
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p4_run4_timeseries.csv	18458	9fb263ad787c4e03feae57bc6c91ed8d11dd0c3af3960378d22210d4f4b0d367
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p6_run1.log	1103	1e0d2a0189d5b5c759449b6316cafdd6b87bd6dbd3327f5d464a2f8113f1e8e3
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p6_run1_summary.csv	1028	8e4fc4e60ee8054f81b480d2a1b3a58d04f9c0f9a51151916d77e8f064538538
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p6_run1_timeseries.csv	18393	e7cba75d769d0e38c133712fd328027c2805428efdd855248adddcc5376f5f3c
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p6_run2.log	1103	9cf4e19a53e58f014a75b1154e85afe8e0fd5a54fc6d4db58fc54c0cb9e460ce
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p6_run2_summary.csv	1028	54736fdd6b017e406fb84325e6e69119730ffa09536b4aa0f3cce499c189728e
results/long_chain_phase2/raw/n20_selection1_N1024/n20_k0p6_run2_timeseries.csv	18380	44c7df3bffe8b608406551923aafea0ebdeb4e839c26728b908cd034701bc318
