branch,case,dt,stream_id,base_seed,stream_seed,split,relative_path,sha256
density,driven_dt1e-3,0.001,14,2026090801,1685511720604152926,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_014.f32,d2aad5b48eee8336b7f985626808780c2faee2cdaa89935bdd9c53910d1bdfed
density,driven_dt1e-3,0.001,15,2026090801,17246237816838595108,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_015.f32,8d40a7e879a606ffbc65d9d68c94bab71ab8223970f0135ada9c525c43fcf86d
density,driven_dt1e-3,0.001,16,2026090801,4540844785872003065,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_016.f32,9855229372330048c7b49b4db2e44f20be97c65fc1d067b5bf2d9cde6ac3b918
density,driven_dt1e-3,0.001,17,2026090801,12990538004655294542,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_017.f32,569fc40668c8fba0a84d8c2f777396445e6d62c215e94392c46b75db98f56b30
density,driven_dt1e-3,0.001,18,2026090801,7015535263815204634,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_018.f32,46378efe3806b28b02fac5bdabca56dc34e8daa82480962b41a08b20c4bcf366
density,driven_dt1e-3,0.001,19,2026090801,12255732523582175557,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_019.f32,f4f93ac66acc1157f8aa743e1fafaa30598954c7fbcbc0483e0402eb8e1ae071
density,driven_dt1e-3,0.001,20,2026090801,18428268637387278546,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_020.f32,86b09b1a95cadb9feaf89f88dc612b06bcc88d597280d644ee0ccee237441c17
density,driven_dt1e-3,0.001,21,2026090801,6108016575221733583,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_021.f32,ba8af2ac907ba1f2884a8a1d88c027b551f966fc0c82de31355ecd24903e9f78
density,driven_dt1e-3,0.001,22,2026090801,10786565030717378928,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_022.f32,12c96727508ff4441656559b87465dabb2d57c5160fdb7c841b3c25153d2cc34
density,driven_dt1e-3,0.001,23,2026090801,5252601943597223475,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_023.f32,909442e1d0e15d39b416f11f9357c91c4222fae46fc928b7da206c719a66ec34
density,driven_dt1e-3,0.001,24,2026090801,7561758364420092014,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_024.f32,96c7b9643e880fb4f79c529b15e666b9b605529cc96956b95e69d6d88e1400db
density,driven_dt1e-3,0.001,25,2026090801,9672010973734213270,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_025.f32,a06826dcdcfd73d5b34e7983963ea1b3ebb49ef30318555e628aeaca68afd59b
density,driven_dt1e-3,0.001,26,2026090801,14914883681884992714,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_026.f32,d8ab154d4cb450c41fdc62cc207062ad8306d96922ff39152226fe97f4b47f6b
density,driven_dt1e-3,0.001,27,2026090801,3917561401230222098,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_027.f32,a07f82aca5293f08fab968d8df2ae9b00efa24a0a64fed0d868d89bd2aa83380
density,driven_dt1e-3,0.001,28,2026090801,17248104781273705522,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_028.f32,2f0b1ffb9d448ad9e9d9def73dfa18438ef25b6744704597ce4bda0cb0e3625f
density,driven_dt1e-3,0.001,29,2026090801,8878334221283847998,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_029.f32,9678d9f2ad9173beedcc8b8ea2833b941224ce110bb27874707e841dd16a5710
density,driven_dt1e-3,0.001,30,2026090801,14325293591807292095,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_030.f32,eb63ec43cee013ea7d565721a665f8e0aaad3559b91f3612f75e38135d58e863
density,driven_dt1e-3,0.001,31,2026090801,16524710350165720780,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_031.f32,06d5ff41084f12edad8bd36b0a501c9b8fb8c1722334cf2f03f90448f209c759
density,driven_dt1e-3,0.001,32,2026090801,9538286591147786987,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_032.f32,f0d64a978fb608df88a1dd2277ab06854c8d79e6e43ba6c669a47de2b6284be6
density,driven_dt1e-3,0.001,33,2026090801,11419438595173137781,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_033.f32,bf815aac43991d0919be8e9a5e4daa526d2d44ccbea002a2f9e8a2f8b6b439ac
density,driven_dt1e-3,0.001,34,2026090801,2896288868200050318,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_034.f32,5608b4970591a5fb71e3d3ce5f6043cdee5e1a488de89cd1d68c4df405529b8e
density,driven_dt1e-3,0.001,35,2026090801,13543039044706943357,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_035.f32,a82bb71537ad0a4e50321806ca64cd4191765eb164583780ede9624eb6d81b6a
density,driven_dt1e-3,0.001,36,2026090801,5963605246055880505,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_036.f32,b89a7441db4cc2a26568997ea24205deb8d6b3b2362d6e0e18c10e5f801a74af
density,driven_dt1e-3,0.001,37,2026090801,8202801102499553186,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_037.f32,fe391dc8c22076bcb214b7694ef9b171de0a06b9a8922667b9cf5e60c1c40e92
density,driven_dt1e-3,0.001,38,2026090801,12015099471891619293,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_038.f32,76f21175a8d6dc56d9e9eee0ac6352f4a82595a2ae3bc63b4c50774dc815d6ea
density,driven_dt1e-3,0.001,39,2026090801,17898545608663357660,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_039.f32,330225353b1cb39cb5835ab69c52ae46dc0c2000a516ef03df1221f1fee2624d
density,driven_dt1e-3,0.001,40,2026090801,1636860565463684657,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_040.f32,e6ad5611bf00f54d5713817c99e3b9a7581d04be5e0231f7c72405beb5a1aeae
density,driven_dt1e-3,0.001,41,2026090801,16523073201604047234,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_041.f32,b8509c9fde5803d11d5c2b9b30af7b3b22ddef57ccb6b0bfae5b7f13dd2af064
density,driven_dt1e-3,0.001,42,2026090801,10129098236202663839,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_042.f32,cd95fdc3a702b86fa6f47a79a63e36a52ace38fa2197bf7d50116e4d3955c0a1
density,driven_dt1e-3,0.001,43,2026090801,1271024806420378038,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_043.f32,01203efa7c580ac33e28b89892875fb39713f5bea76cdbc3563a80e51aacba5c
density,driven_dt1e-3,0.001,44,2026090801,2180226422770298886,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_044.f32,8886d9cef82b5939817a5345f10d167771f4c9424360d159c545721b6b9da758
density,driven_dt1e-3,0.001,45,2026090801,3649565695466640583,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_045.f32,48ddfe6e40f178c705b11b3e73c0841773dbc7bf799c46746ea85826c895bd44
density,driven_dt1e-3,0.001,46,2026090801,2991602415819571342,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_046.f32,2c74b7b2bc81de5371a4915aa37b791e93ba099c18d4e136af1a3de3985483bf
density,driven_dt1e-3,0.001,47,2026090801,17491820060001215265,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_047.f32,1ef44e1f80c9e15641a626cfe3388d9dce6832233a367c22e548822ec3a34315
density,driven_dt1e-3,0.001,48,2026090801,4854629952968690567,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_048.f32,f1c1f300ba4c4da7af8e02056d276c4da79268cc6fd453c8253c6867f907bba2
density,driven_dt1e-3,0.001,49,2026090801,10806390157643165081,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_049.f32,b813af207f5a02400d9d29e79520d6dc2b6b50b95089a9a5b59dd0ece55d0b32
density,driven_dt1e-3,0.001,50,2026090801,17762787541016551585,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_050.f32,0db766b970b8bc673a61d207b8681355a1ab79676f83f83082ed56f559bb85a5
density,driven_dt1e-3,0.001,51,2026090801,1267975318160025632,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_051.f32,7536b24132dd7c5774bf8f1302cb839614c893431e0223fdc82af3af1f95ebc5
density,driven_dt1e-3,0.001,52,2026090801,10325004006355794423,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_052.f32,6c5884a0622e868a8ddd95ad33557d2427da9ce7413bf9a8df6d4252602ea2d3
density,driven_dt1e-3,0.001,53,2026090801,14155553512285047514,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_053.f32,2baaac78bdd38df946c857fc0ed076ad7a9843678476755f4c0d9b4d40464c51
density,driven_dt1e-3,0.001,54,2026090801,2628854725941060442,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_054.f32,5e7d7313fce193ceca9815f78d97560ab09b97e9dd8957c5f42fed97f200ac9e
density,driven_dt1e-3,0.001,55,2026090801,484421712509208990,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_055.f32,e836094e164122ff2333b67c231ef97d369b01dc2c7bce6fdbab8c6167ee5882
density,driven_dt1e-3,0.001,56,2026090801,12297561147665138265,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_056.f32,7ba9d87c6baddb2123006117bf4577b69fe823e7b48d4244b12c4ffb02d0db13
density,driven_dt1e-3,0.001,57,2026090801,9749724687696924431,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_057.f32,3e3f67314cb1d347706df1742ec1e84b959e54342f03a64f8814578f4022879d
density,driven_dt1e-3,0.001,58,2026090801,4682012092714199975,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_058.f32,0e42ad05ee1fce657d03a5dfda1719b0f34f00e234ea8f4b13c7ef02d60939e7
density,driven_dt1e-3,0.001,59,2026090801,8751481738823253836,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_059.f32,4fd7b1775cadf569528cc7eaffa9d348d540066822faf33d936c5b68f8fd7848
density,driven_dt1e-3,0.001,60,2026090801,3068228523222190978,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_060.f32,e5a0fb3b6292f06372c8e6d379a2ee875ea7cf88ffc3321f492f8ba0150b6ac1
density,driven_dt1e-3,0.001,61,2026090801,7617658087090390817,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_061.f32,a1d920923f5b8fd85a17c44397deba1753d2428bbe8f0712f1da3ee8980f1f08
density,driven_dt1e-3,0.001,62,2026090801,13867907395929610152,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_062.f32,f3ecc2f9cf89a03e27fc8ead8c9b58c5db3e6accd3dc9de926186df4c4aee433
density,driven_dt1e-3,0.001,63,2026090801,10310002058431725594,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt1e-3/stream_063.f32,98f6439adab98679931f960167e09d869a0be844dc37b06ab7f6178745ebf922
density,driven_dt2p5e-4,0.00025,0,2026090802,16532643195971510750,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_000.f32,b2b07f56b9f750dc67d696e788008c01c93ed85b74664349ca930ef0e19d27f2
density,driven_dt2p5e-4,0.00025,1,2026090802,15408028045167154213,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_001.f32,91bb0c5d8e578a257f7ed86adb850394a7ff340b303967e5a1b9c0ccae8a6635
density,driven_dt2p5e-4,0.00025,2,2026090802,10936999978258508574,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_002.f32,e0b9d2c6e787889329a5612f62e87c90bb66266db5b057fa2aaa770656deb41d
density,driven_dt2p5e-4,0.00025,3,2026090802,17949366916723353583,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_003.f32,d6ea5d949efe4edd8ecced5736c0c50bd1990a80bfaab8ccfe8a97219962e31f
density,driven_dt2p5e-4,0.00025,4,2026090802,6921633572180115830,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_004.f32,8ca9a5e62ee608bf6caa9e6a969f54ba7b85eafd96f9afaa69e8d648420bd8d4
density,driven_dt2p5e-4,0.00025,5,2026090802,9169562121657365759,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_005.f32,e8da4670d4b3374242294e984b0ad8aee9be5864f1a4dcbcb032c5efd985aece
density,driven_dt2p5e-4,0.00025,6,2026090802,6793712442088199788,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_006.f32,e63ed2f62a3c27d514ae438a90273661737ab90f50545d39dca42e52a3021fb5
density,driven_dt2p5e-4,0.00025,7,2026090802,17783247153144555486,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_007.f32,e50a213981ad56a4aa2ac2d137e7294eeb9a95cd82f5b4972da24b2ed591a8d5
density,driven_dt2p5e-4,0.00025,8,2026090802,16040491822819578154,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_008.f32,c0c21134f2e2cb24326e55084d6ea68a5ed033fc80fdb1a8911543a5aea48010
density,driven_dt2p5e-4,0.00025,9,2026090802,7787975476570889064,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_009.f32,18cad2e182e0fd4b40942d8871476bf523ac5f98494e264cd49cd26da10e5e64
density,driven_dt2p5e-4,0.00025,10,2026090802,9944971047728970760,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_010.f32,d6c5d777cd8fa8b1a5b1f5aabb67cbb8cc7bce379f5016eb9553f9d1c939a472
density,driven_dt2p5e-4,0.00025,11,2026090802,14001390617292997069,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_011.f32,f655bebfd3645ecedf2a4ab9eade273940156d8bd331216c786b5b9ecdc2e938
density,driven_dt2p5e-4,0.00025,12,2026090802,5883318766908081559,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_012.f32,24a55016454eb2a1e96071fd575903fa34998c340ba3061d4da13e87fd17d727
density,driven_dt2p5e-4,0.00025,13,2026090802,11724555850684922900,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_013.f32,93a59ad798a1eb3a46bfd9d6dc280261cfb1125f500e3860afbc25aa96a5c4cc
density,driven_dt2p5e-4,0.00025,14,2026090802,18396581408672274534,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_014.f32,d35165a208d5889badbaaa43d284c4a7646e1bf1abad0533147ab605086a8405
density,driven_dt2p5e-4,0.00025,15,2026090802,15544506734971366801,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_015.f32,5d8ee65706271333d1681e7f46747929623c543e2d66b5395df8dd305bdae83f
density,driven_dt2p5e-4,0.00025,16,2026090802,7894690837136664325,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_016.f32,ef2e136219ccdb5df8be9acf2272558ea07247371a86714b5655713ace45b411
density,driven_dt2p5e-4,0.00025,17,2026090802,6286530834156738406,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_017.f32,15d391a08d53aa53da2c6a84c6fb723f7bf1210fadb17bde58515dd400c07d08
density,driven_dt2p5e-4,0.00025,18,2026090802,9367388273034457336,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_018.f32,1faacc83adde9eea248b4236a9951dc5b18cbcb6f2be560db4111f2bf91032f1
density,driven_dt2p5e-4,0.00025,19,2026090802,10435743659998572706,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_019.f32,62b32c1aac27209ef47f27033d08d9e003911509079e905af37062626312c5a3
density,driven_dt2p5e-4,0.00025,20,2026090802,15136364904966560543,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_020.f32,72d3125c0e3ea5295f70f984aba2b3868737a21e459b1042be15bad45d281e92
density,driven_dt2p5e-4,0.00025,21,2026090802,8130038430220058111,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_021.f32,65057800a10030f102cdb79174fd9705076914cb2125861a24428ed6dd4e2633
density,driven_dt2p5e-4,0.00025,22,2026090802,1460284473387774482,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_022.f32,75a7678e106b884d70ef4062172b2e01598e25cc8e3af420d311811841ffe943
density,driven_dt2p5e-4,0.00025,23,2026090802,207356302124545480,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_023.f32,9461cc7fca950fc0f48e31125c4be4cc1fbd91d3739f9956624673cf3ba3f63a
density,driven_dt2p5e-4,0.00025,24,2026090802,13217232466573653909,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_024.f32,d19be1b8dab092ca8fda1fc65cbe3ddf00dc6c87c14dfabc4dd04b4408d08d54
density,driven_dt2p5e-4,0.00025,25,2026090802,9995874780997557960,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_025.f32,e3cd71b2bfeb6a99358267dd01c32fdc4f70e13ab1358460096dc46f17ace197
density,driven_dt2p5e-4,0.00025,26,2026090802,1040746330555951721,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_026.f32,296a721895614c072a11af45fc5eb431171ac66b2c91d8ecb5ac4be61785250a
density,driven_dt2p5e-4,0.00025,27,2026090802,5219054146988589113,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_027.f32,0e9399dc0f7f63ba8820012f03b8a6df68dfd61b5847e65f015c94ce40c48a2b
density,driven_dt2p5e-4,0.00025,28,2026090802,16900600248569311390,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_028.f32,917f77f08cb033de81acd43219ec470e0b3e164e512419c258754f3dbc137696
density,driven_dt2p5e-4,0.00025,29,2026090802,16015333321148417366,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_029.f32,7145298660d441560d117a3215c2442385f4100e1a754c28bada4c9a0a5c4906
density,driven_dt2p5e-4,0.00025,30,2026090802,15962811853615233981,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_030.f32,f0926d90a30cc2347ef7a4f3e686400de390b97cfc51ca1e0529679d2f14d7cb
density,driven_dt2p5e-4,0.00025,31,2026090802,866910816669820796,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_031.f32,aca04a6f0d1c00f78109d6fe322caeb7273ae9778b7d8e5b95f6b202acfa4d50
density,driven_dt2p5e-4,0.00025,32,2026090802,16928434128687029822,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_032.f32,70ba1dddc9536daf4230ef41d484c49005e4ea20c9ada565f8b070333c2d1f0d
density,driven_dt2p5e-4,0.00025,33,2026090802,848483385255016404,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_033.f32,1ce2d0d82f4e64fadf63d09a92fbf57228c64d6ab3243efe0d90e8e8760f08a7
density,driven_dt2p5e-4,0.00025,34,2026090802,11979197379612795257,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_034.f32,4a2c91542c409340cdcd943e1edd8ac322d52caf0457fcc98efde7f4a2e69761
density,driven_dt2p5e-4,0.00025,35,2026090802,10235168284753237115,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_035.f32,2094dc4f1fa7ed671726ba253a5a36be1c26b4d5cbabab55bc690f41a38cd487
density,driven_dt2p5e-4,0.00025,36,2026090802,15152658315032297514,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_036.f32,3f897f02eaf1cc6c9c3a155b6ef03247bc1c858def4804d511f1c05f09589bb2
density,driven_dt2p5e-4,0.00025,37,2026090802,8727832432229356192,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_037.f32,c8ee775981881b957b546f68eb32125df85b09b560b8e4b932e1e820a0079d76
density,driven_dt2p5e-4,0.00025,38,2026090802,1146778115613572157,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_038.f32,a2398bacd8f7c933b4c349a9c7a3ac289ab3fa42edb012b3088e267d02becddc
density,driven_dt2p5e-4,0.00025,39,2026090802,7461109369332280788,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_039.f32,b050573e2732008780c490adf08a14c87a3f3e111f3f58bf9f5a8e33d839e9d4
density,driven_dt2p5e-4,0.00025,40,2026090802,17982272189819660259,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_040.f32,7de96ea128172072e0cf90fb9e9acc347bfe9e16b9e5a9ae9ad616b4f725b1a8
density,driven_dt2p5e-4,0.00025,41,2026090802,17780030864770317482,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_041.f32,62883a9519a03f98c951839f556c6f81499bf0d156cf052753ae7f573e46bba7
density,driven_dt2p5e-4,0.00025,42,2026090802,12027160456213801557,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_042.f32,c96790feb935c13e2f8c962916f7f1fa02780be618d88560a8279fc11232a600
density,driven_dt2p5e-4,0.00025,43,2026090802,1758446806358425689,validation,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_043.f32,2841b26c6dc7821fc7cbe69d7362828b1475872c3ec3250501333af0cf44ee93
density,driven_dt2p5e-4,0.00025,44,2026090802,7422246898591663386,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_044.f32,f34b641e867f3d081e53a5d03568f4baf2c0425fc105e8e0b5ada401fdc806e6
density,driven_dt2p5e-4,0.00025,45,2026090802,6563746104157865584,train,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_045.f32,0472115d46c68cf88aecdcf06cfa70689ced53d52dc9abc45353120d6ed2e438
density,driven_dt2p5e-4,0.00025,46,2026090802,14147912765846590002,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_046.f32,c7fed333c940b20674c64086cc68151f60352507f92cc3d5349c594ced2c71ca
density,driven_dt2p5e-4,0.00025,47,2026090802,6600862613053722655,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_047.f32,ea56ca73d053677929d363da5e83e88cdec170a69d7b94cb3805d3c28377e6ec
density,driven_dt2p5e-4,0.00025,48,2026090802,980097446587228317,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_048.f32,87aa9e34d94833c7650b217644054e018a7049bfdc5dc8e9ec8832736dcfbb9a
density,driven_dt2p5e-4,0.00025,49,2026090802,14579054340396219645,test,experiments/spectral_gap_controlled_2026-09-07/raw/driven_dt2p5e-4/stream_049.f32,9e79f674ebd3c3634c5a8d424b89156e16c1ba222776e84c3be93ea227171ad2
