branch,case,dt,stream_id,base_seed,stream_seed,split,relative_path,sha256
modes,driven_dt1e-3,0.001,9,2026090801,17817582293706800396,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_009.f64,4766d38509312b1787d0350c88b3f4124d43f7723e2ac70579293e1283ad1a26
density,driven_dt1e-3,0.001,10,2026090801,16217990823857215189,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_010.f64,c1ad443582a5cdcbc0d0577786531f4141a0d1391b4abbc130f352ec35496f7a
modes,driven_dt1e-3,0.001,10,2026090801,16217990823857215189,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_010.f64,c1ad443582a5cdcbc0d0577786531f4141a0d1391b4abbc130f352ec35496f7a
density,driven_dt1e-3,0.001,11,2026090801,15138052257317608520,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_011.f64,c59c8ca8c4af1f8c18410c0066ee6cd3637c927abdaef13a1202c4dc4180c89f
modes,driven_dt1e-3,0.001,11,2026090801,15138052257317608520,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_011.f64,c59c8ca8c4af1f8c18410c0066ee6cd3637c927abdaef13a1202c4dc4180c89f
density,driven_dt1e-3,0.001,12,2026090801,5605746976814185567,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_012.f64,b5777a51152fb46c62ae7c5d6f296a814aa64cab65ca9678fe888b6ad1822377
modes,driven_dt1e-3,0.001,12,2026090801,5605746976814185567,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_012.f64,b5777a51152fb46c62ae7c5d6f296a814aa64cab65ca9678fe888b6ad1822377
density,driven_dt1e-3,0.001,13,2026090801,17801703779078220967,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_013.f64,2164bfa630d1dd1550a4d9291c2fa6c3ba5eed29f4cc8eee8db4eef3dd51af4b
modes,driven_dt1e-3,0.001,13,2026090801,17801703779078220967,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_013.f64,2164bfa630d1dd1550a4d9291c2fa6c3ba5eed29f4cc8eee8db4eef3dd51af4b
density,driven_dt1e-3,0.001,14,2026090801,1685511720604152926,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_014.f64,70957cf9dfcf68e17f4206287be9213bcb64a183329b01388d68ab922aa7c3a5
modes,driven_dt1e-3,0.001,14,2026090801,1685511720604152926,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_014.f64,70957cf9dfcf68e17f4206287be9213bcb64a183329b01388d68ab922aa7c3a5
density,driven_dt1e-3,0.001,15,2026090801,17246237816838595108,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_015.f64,34dfa896ef61f4fa7f12391652931cc87438a43a4944c394ed825ba5599cddbf
modes,driven_dt1e-3,0.001,15,2026090801,17246237816838595108,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_015.f64,34dfa896ef61f4fa7f12391652931cc87438a43a4944c394ed825ba5599cddbf
density,driven_dt1e-3,0.001,16,2026090801,4540844785872003065,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_016.f64,f8b5ae1ef52bac630cc6bf3cf398872c6e70dff5f6538cd759f3ca9a04fd5ed5
modes,driven_dt1e-3,0.001,16,2026090801,4540844785872003065,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_016.f64,f8b5ae1ef52bac630cc6bf3cf398872c6e70dff5f6538cd759f3ca9a04fd5ed5
density,driven_dt1e-3,0.001,17,2026090801,12990538004655294542,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_017.f64,65bed353eea0376577b0e9f7e3ba30b9fe7579c5f23ddbc63fc89c28baa54a82
modes,driven_dt1e-3,0.001,17,2026090801,12990538004655294542,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_017.f64,65bed353eea0376577b0e9f7e3ba30b9fe7579c5f23ddbc63fc89c28baa54a82
density,driven_dt1e-3,0.001,18,2026090801,7015535263815204634,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_018.f64,6bc6ff534c4d3c7a29466de8ac509da0e0dfa5eb1b6f02fa4a536549b92cc1d9
modes,driven_dt1e-3,0.001,18,2026090801,7015535263815204634,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_018.f64,6bc6ff534c4d3c7a29466de8ac509da0e0dfa5eb1b6f02fa4a536549b92cc1d9
density,driven_dt1e-3,0.001,19,2026090801,12255732523582175557,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_019.f64,5349d528b13dae2d363dfed6800be64a21ca3688ac9c3c88b974db372bc06e7a
modes,driven_dt1e-3,0.001,19,2026090801,12255732523582175557,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_019.f64,5349d528b13dae2d363dfed6800be64a21ca3688ac9c3c88b974db372bc06e7a
density,driven_dt1e-3,0.001,20,2026090801,18428268637387278546,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_020.f64,8f106bd171e389a12930bba64d8f4acbe7cf408d905a25bdea8023e0cbead528
modes,driven_dt1e-3,0.001,20,2026090801,18428268637387278546,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_020.f64,8f106bd171e389a12930bba64d8f4acbe7cf408d905a25bdea8023e0cbead528
density,driven_dt1e-3,0.001,21,2026090801,6108016575221733583,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_021.f64,51a18304e623c4129624cab28aaee6d4a2facbd9272439a64fcce333202a2cee
modes,driven_dt1e-3,0.001,21,2026090801,6108016575221733583,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_021.f64,51a18304e623c4129624cab28aaee6d4a2facbd9272439a64fcce333202a2cee
density,driven_dt1e-3,0.001,22,2026090801,10786565030717378928,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_022.f64,daacc04e0be98ccbe917edce71b123e2fe388bb3bc2f3456ce8f78945a0bf5ef
modes,driven_dt1e-3,0.001,22,2026090801,10786565030717378928,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_022.f64,daacc04e0be98ccbe917edce71b123e2fe388bb3bc2f3456ce8f78945a0bf5ef
density,driven_dt1e-3,0.001,23,2026090801,5252601943597223475,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_023.f64,009f5da8c8771ef3e559c0aae76d74be44a61bad222f812c5d874260504b4494
modes,driven_dt1e-3,0.001,23,2026090801,5252601943597223475,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_023.f64,009f5da8c8771ef3e559c0aae76d74be44a61bad222f812c5d874260504b4494
density,driven_dt1e-3,0.001,24,2026090801,7561758364420092014,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_024.f64,90872680ff9bb4c835e4bec5792b05ff0a08104b8ce8c3ae55d8b7d6a3e42601
modes,driven_dt1e-3,0.001,24,2026090801,7561758364420092014,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_024.f64,90872680ff9bb4c835e4bec5792b05ff0a08104b8ce8c3ae55d8b7d6a3e42601
density,driven_dt1e-3,0.001,25,2026090801,9672010973734213270,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_025.f64,0da2797706b80f48e4032aab083a929831920e1bcaecd49542443403158356fe
modes,driven_dt1e-3,0.001,25,2026090801,9672010973734213270,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_025.f64,0da2797706b80f48e4032aab083a929831920e1bcaecd49542443403158356fe
density,driven_dt1e-3,0.001,26,2026090801,14914883681884992714,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_026.f64,766215c7eda0b189c911befb82948ca245bfd0134068947ece076340240d225a
modes,driven_dt1e-3,0.001,26,2026090801,14914883681884992714,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_026.f64,766215c7eda0b189c911befb82948ca245bfd0134068947ece076340240d225a
density,driven_dt1e-3,0.001,27,2026090801,3917561401230222098,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_027.f64,b457abea9737a2f38073f99b4f879c29815816e5fc242eedf2fa3ef37dca1886
modes,driven_dt1e-3,0.001,27,2026090801,3917561401230222098,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_027.f64,b457abea9737a2f38073f99b4f879c29815816e5fc242eedf2fa3ef37dca1886
density,driven_dt1e-3,0.001,28,2026090801,17248104781273705522,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_028.f64,b552f04d143db12f542418b2be9c9fa098438566f491fda410c5f461793ed57f
modes,driven_dt1e-3,0.001,28,2026090801,17248104781273705522,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_028.f64,b552f04d143db12f542418b2be9c9fa098438566f491fda410c5f461793ed57f
density,driven_dt1e-3,0.001,29,2026090801,8878334221283847998,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_029.f64,dcbb8750b2d2db0fe59593fc7b23f1d5bd4b47fd42ff2164d348798eab231567
modes,driven_dt1e-3,0.001,29,2026090801,8878334221283847998,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_029.f64,dcbb8750b2d2db0fe59593fc7b23f1d5bd4b47fd42ff2164d348798eab231567
density,driven_dt1e-3,0.001,30,2026090801,14325293591807292095,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_030.f64,27434e460bdcf23215cb9d31629846560a8dec97af740933ff4e4602ed18f8f1
modes,driven_dt1e-3,0.001,30,2026090801,14325293591807292095,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_030.f64,27434e460bdcf23215cb9d31629846560a8dec97af740933ff4e4602ed18f8f1
density,driven_dt1e-3,0.001,31,2026090801,16524710350165720780,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_031.f64,5a63e7cb2942f1ae841e938d57c9536eabc033514388936d7b762ef4e6c7239f
modes,driven_dt1e-3,0.001,31,2026090801,16524710350165720780,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_031.f64,5a63e7cb2942f1ae841e938d57c9536eabc033514388936d7b762ef4e6c7239f
density,driven_dt1e-3,0.001,32,2026090801,9538286591147786987,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_032.f64,2d860d94c1fe20bd316fba5b6f0257f2893760dabe6ae5090c65aa60265a827a
modes,driven_dt1e-3,0.001,32,2026090801,9538286591147786987,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_032.f64,2d860d94c1fe20bd316fba5b6f0257f2893760dabe6ae5090c65aa60265a827a
density,driven_dt1e-3,0.001,33,2026090801,11419438595173137781,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_033.f64,8c8c7528a4930d796395ed63055f0fecfd9c0004246fa0338bac4ce443239ba9
modes,driven_dt1e-3,0.001,33,2026090801,11419438595173137781,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_033.f64,8c8c7528a4930d796395ed63055f0fecfd9c0004246fa0338bac4ce443239ba9
density,driven_dt1e-3,0.001,34,2026090801,2896288868200050318,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_034.f64,29489c9c887e5273d681defba0e7cf93cdbcbcaf2012351051066b6a90cf8414
modes,driven_dt1e-3,0.001,34,2026090801,2896288868200050318,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_034.f64,29489c9c887e5273d681defba0e7cf93cdbcbcaf2012351051066b6a90cf8414
density,driven_dt1e-3,0.001,35,2026090801,13543039044706943357,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_035.f64,915413402348196186d67efbd8c3dfa2c4d7c932d7c7837273ef9c4fb6763bb8
modes,driven_dt1e-3,0.001,35,2026090801,13543039044706943357,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_035.f64,915413402348196186d67efbd8c3dfa2c4d7c932d7c7837273ef9c4fb6763bb8
density,driven_dt1e-3,0.001,36,2026090801,5963605246055880505,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_036.f64,32515e342fd1872d7b1b4ef3645c3880fdb25d35ea86384b88b7021d28faa718
modes,driven_dt1e-3,0.001,36,2026090801,5963605246055880505,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_036.f64,32515e342fd1872d7b1b4ef3645c3880fdb25d35ea86384b88b7021d28faa718
density,driven_dt1e-3,0.001,37,2026090801,8202801102499553186,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_037.f64,2be00c83cd04dabd96abe9bbeb92360f8aed693500c48c640bc6f776a1c5f52a
modes,driven_dt1e-3,0.001,37,2026090801,8202801102499553186,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_037.f64,2be00c83cd04dabd96abe9bbeb92360f8aed693500c48c640bc6f776a1c5f52a
density,driven_dt1e-3,0.001,38,2026090801,12015099471891619293,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_038.f64,7197b79c5bd94c5730cc0f1b2e5bfd7b180e82b1e14bc83adce81ca93dff7af4
modes,driven_dt1e-3,0.001,38,2026090801,12015099471891619293,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_038.f64,7197b79c5bd94c5730cc0f1b2e5bfd7b180e82b1e14bc83adce81ca93dff7af4
density,driven_dt1e-3,0.001,39,2026090801,17898545608663357660,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_039.f64,75f69bd7c0410559d7147c6983890cc090fe5fef708076c31192886e7415f84a
modes,driven_dt1e-3,0.001,39,2026090801,17898545608663357660,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_039.f64,75f69bd7c0410559d7147c6983890cc090fe5fef708076c31192886e7415f84a
density,driven_dt1e-3,0.001,40,2026090801,1636860565463684657,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_040.f64,2b5c54bc9a8d4ae3b3d9221102732a0a89d89c9da4713631f7c995a14dd04f66
modes,driven_dt1e-3,0.001,40,2026090801,1636860565463684657,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_040.f64,2b5c54bc9a8d4ae3b3d9221102732a0a89d89c9da4713631f7c995a14dd04f66
density,driven_dt1e-3,0.001,41,2026090801,16523073201604047234,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_041.f64,12fa12fa79afdec2e225d7a30144f71e6ea0d834f17ca9bbd33401b3af77d836
modes,driven_dt1e-3,0.001,41,2026090801,16523073201604047234,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_041.f64,12fa12fa79afdec2e225d7a30144f71e6ea0d834f17ca9bbd33401b3af77d836
density,driven_dt1e-3,0.001,42,2026090801,10129098236202663839,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_042.f64,beb99a9944fc2bf54c1d182fd575a314bc64f5158ff0d8e6f7fe7e972421d3fd
modes,driven_dt1e-3,0.001,42,2026090801,10129098236202663839,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_042.f64,beb99a9944fc2bf54c1d182fd575a314bc64f5158ff0d8e6f7fe7e972421d3fd
density,driven_dt1e-3,0.001,43,2026090801,1271024806420378038,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_043.f64,a76cdd14442bb99b85a3ded2e6ae63db29461caade6f5e42d452a5f92b32ed4c
modes,driven_dt1e-3,0.001,43,2026090801,1271024806420378038,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_043.f64,a76cdd14442bb99b85a3ded2e6ae63db29461caade6f5e42d452a5f92b32ed4c
density,driven_dt1e-3,0.001,44,2026090801,2180226422770298886,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_044.f64,77533f14c9e3ff16ca8c3c8f75547a65e340b92165384d0810e1872fce8b63b1
modes,driven_dt1e-3,0.001,44,2026090801,2180226422770298886,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_044.f64,77533f14c9e3ff16ca8c3c8f75547a65e340b92165384d0810e1872fce8b63b1
density,driven_dt1e-3,0.001,45,2026090801,3649565695466640583,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_045.f64,698b253883bcd011f82b30f3ae65f4a89d8f3b79a1b363a1fbfc13676f81dd61
modes,driven_dt1e-3,0.001,45,2026090801,3649565695466640583,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_045.f64,698b253883bcd011f82b30f3ae65f4a89d8f3b79a1b363a1fbfc13676f81dd61
density,driven_dt1e-3,0.001,46,2026090801,2991602415819571342,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_046.f64,d8e3f859908488436cf2f5663a9c2716bb46c29a16a6a5a9cc5f74ddd0bc4647
modes,driven_dt1e-3,0.001,46,2026090801,2991602415819571342,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_046.f64,d8e3f859908488436cf2f5663a9c2716bb46c29a16a6a5a9cc5f74ddd0bc4647
density,driven_dt1e-3,0.001,47,2026090801,17491820060001215265,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_047.f64,007737163338cfdd6a96f785114ddb2a250d9d28d3b9358ac0f52a5083d3962f
modes,driven_dt1e-3,0.001,47,2026090801,17491820060001215265,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_047.f64,007737163338cfdd6a96f785114ddb2a250d9d28d3b9358ac0f52a5083d3962f
density,driven_dt1e-3,0.001,48,2026090801,4854629952968690567,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_048.f64,32a6f9927e11f7ceb871657656a29f0f906dcd8b71576823db01fb9abc227cee
modes,driven_dt1e-3,0.001,48,2026090801,4854629952968690567,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_048.f64,32a6f9927e11f7ceb871657656a29f0f906dcd8b71576823db01fb9abc227cee
density,driven_dt1e-3,0.001,49,2026090801,10806390157643165081,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_049.f64,02fe937537cc366d9ab8171730ffcdd8a1ea0f0d57f20037098706e42ad72e9c
modes,driven_dt1e-3,0.001,49,2026090801,10806390157643165081,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_049.f64,02fe937537cc366d9ab8171730ffcdd8a1ea0f0d57f20037098706e42ad72e9c
density,driven_dt1e-3,0.001,50,2026090801,17762787541016551585,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_050.f64,eff760ad7bfed8085b11d1735664f2b2814b5c03dd7c780081056c62f5ee98d8
modes,driven_dt1e-3,0.001,50,2026090801,17762787541016551585,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_050.f64,eff760ad7bfed8085b11d1735664f2b2814b5c03dd7c780081056c62f5ee98d8
density,driven_dt1e-3,0.001,51,2026090801,1267975318160025632,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_051.f64,ae0e3626096f104d1dcb27d2f66a41f784fde27afd81f82dc60e24a273a41130
modes,driven_dt1e-3,0.001,51,2026090801,1267975318160025632,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_051.f64,ae0e3626096f104d1dcb27d2f66a41f784fde27afd81f82dc60e24a273a41130
density,driven_dt1e-3,0.001,52,2026090801,10325004006355794423,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_052.f64,20e5a1159aef7b1d4b29d579f05fb9a806747c9bb821f279724fa4e4088648f7
modes,driven_dt1e-3,0.001,52,2026090801,10325004006355794423,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_052.f64,20e5a1159aef7b1d4b29d579f05fb9a806747c9bb821f279724fa4e4088648f7
density,driven_dt1e-3,0.001,53,2026090801,14155553512285047514,train,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_053.f64,904186feb8d6257c3bb7a22890034bd02fbf02e72220f82098d3677af22b77ee
modes,driven_dt1e-3,0.001,53,2026090801,14155553512285047514,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_053.f64,904186feb8d6257c3bb7a22890034bd02fbf02e72220f82098d3677af22b77ee
density,driven_dt1e-3,0.001,54,2026090801,2628854725941060442,test,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_054.f64,eca1a9a57867cafeff7076be0ae39a8f4e4771ae9884fc67935e659acf091724
modes,driven_dt1e-3,0.001,54,2026090801,2628854725941060442,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_054.f64,eca1a9a57867cafeff7076be0ae39a8f4e4771ae9884fc67935e659acf091724
density,driven_dt1e-3,0.001,55,2026090801,484421712509208990,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_055.f64,446e3221798fd7cf5ef5b99404990b068d8a8eda3775e240220dcf991d9d700d
modes,driven_dt1e-3,0.001,55,2026090801,484421712509208990,validation,experiments/short_chain_section4_2026-09-14/raw/direct_state_f64/driven_dt1e-3/stream_055.f64,446e3221798fd7cf5ef5b99404990b068d8a8eda3775e240220dcf991d9d700d
